Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
2306405001;Alto Alegre - Itapipoca (CE);730
2306405002;Área Nobre - Itapipoca (CE);560
2306405003;Boa Vista - Itapipoca (CE);392
2306405004;Cacimbas - Itapipoca (CE);1804
2306405005;Centro - Itapipoca (CE);578
2306405006;Coqueiro - Itapipoca (CE);624
2306405007;Cruzeiro - Itapipoca (CE);2462
2306405008;Estação - Itapipoca (CE);588
2306405009;Fazendinha - Itapipoca (CE);453
2306405010;Das Flores - Itapipoca (CE);1212
2306405011;Julho - Itapipoca (CE);151
2306405012;Ladeira - Itapipoca (CE);1829
2306405013;Madalenas - Itapipoca (CE);430
2306405014;Maranhão - Itapipoca (CE);770
2306405015;Mourão - Itapipoca (CE);668
2306405016;Nova Aldeota - Itapipoca (CE);1479
2306405017;Picos - Itapipoca (CE);754
2306405018;São Francisco - Itapipoca (CE);725
2306405019;São Sebastião - Itapipoca (CE);327
2306405020;Senharão - Itapipoca (CE);463
2306405021;Urbano Teixeira - Itapipoca (CE);1663
2306405022;Violete - Itapipoca (CE);2009
2306603001;Centro - Itatira (CE);944
2306702001;Centro - Jaguaretama (CE);541
2306702002;Padre Sebastião Marleno - Jaguaretama (CE);1242
2306702003;Beira Rio - Jaguaretama (CE);76
2306702004;Nossa Senhora da Conceição - Jaguaretama (CE);477
2306702005;Jaime Costa Pinheiro - Jaguaretama (CE);514
2306900001;Centro - Jaguaribe (CE);1598
2306900002;Aloísio Diógenes - Jaguaribe (CE);1097
2306900003;Celso Barreira Filho - Jaguaribe (CE);1606
2306900004;Luiz Pinto - Jaguaribe (CE);493
2306900005;Antônio Duarte - Jaguaribe (CE);1569
2307106001;Centro - Jardim (CE);342
2307106002;João Pereira de Sousa - Jardim (CE);219
2307106003;Urias Novais - Jardim (CE);311
2307106004;Olavo Napoleão de Araújo - Jardim (CE);134
2307106005;Bela Vista - Jardim (CE);27
2307106006;Décio Sampaio Couto - Jardim (CE);115
2307106007;Nossa Senhora de Fátima - Jardim (CE);396
2307106008;Clodoaldo Xavier Sampaio - Jardim (CE);231
2307106009;Lourival Gondim - Jardim (CE);112
2307106010;José Franco Neves (Zé Neves) - Jardim (CE);186
2307106011;João Neves da Luz (João da Luz) - Jardim (CE);170
2307106012;Santa Terezinha - Jardim (CE);175
2307106013;Otoni de Sá Roriz - Jardim (CE);303
2307106014;Frei Damião - Jardim (CE);..
2307205001;Centro - Jati (CE);494
2307205002;Matulão - Jati (CE);111
2307205003;Bela Vista - Jati (CE);543
2307205004;Portal de Santana - Jati (CE);33
2307304001;Centro - Juazeiro do Norte (CE);1191
2307304002;Juvêncio Santana - Juazeiro do Norte (CE);1347
2307304003;São Miguel - Juazeiro do Norte (CE);2019
2307304004;Carité - Juazeiro do Norte (CE);383
2307304005;Fátima - Juazeiro do Norte (CE);1271
2307304006;Pedrinhas - Juazeiro do Norte (CE);3803
2307304007;Aeroporto - Juazeiro do Norte (CE);412
2307304008;Brejo Seco - Juazeiro do Norte (CE);364
2307304009;Betolândia - Juazeiro do Norte (CE);740
2307304010;Novo Juazeiro - Juazeiro do Norte (CE);1005
2307304011;Leandro Bezerra de Menezes - Juazeiro do Norte (CE);1154
2307304012;Timbaúba - Juazeiro do Norte (CE);4743
2307304013;Pio XII - Juazeiro do Norte (CE);3757
2307304014;Franciscanos - Juazeiro do Norte (CE);3440
2307304015;Limoeiro - Juazeiro do Norte (CE);4125
2307304016;Pirajá - Juazeiro do Norte (CE);4712
2307304017;Romeirão - Juazeiro do Norte (CE);2390
2307304018;João Cabral - Juazeiro do Norte (CE);7181
2307304019;Triângulo - Juazeiro do Norte (CE);3584
2307304020;Antônio Vieira - Juazeiro do Norte (CE);2447
2307304021;Santa Teresa - Juazeiro do Norte (CE);2214
2307304022;Salesianos - Juazeiro do Norte (CE);3809
2307304023;Socorro - Juazeiro do Norte (CE);608
2307304024;Salgadinho - Juazeiro do Norte (CE);364
2307304025;Horto - Juazeiro do Norte (CE);2059
2307304026;Três-Marias - Juazeiro do Norte (CE);926
2307304027;Planalto - Juazeiro do Norte (CE);109
2307304028;Lagoa Seca - Juazeiro do Norte (CE);1634
2307304029;Jardim Gonzaga - Juazeiro do Norte (CE);2404
2307304030;São José - Juazeiro do Norte (CE);3713
2307304031;José Geraldo da Cruz - Juazeiro do Norte (CE);1751
2307304032;Tiradentes - Juazeiro do Norte (CE);3531
2307304033;Campo Alegre - Juazeiro do Norte (CE);917
2307304034;Cidade Universitária - Juazeiro do Norte (CE);78
2307304035;Frei Damião - Juazeiro do Norte (CE);6397
2307304036;Santo Antonio - Juazeiro do Norte (CE);1924
2307403001;Centro - Jucás (CE);273
2307403002;Nossa Senhora de Fátima - Jucás (CE);285
2307403003;São Mateus - Jucás (CE);560
2307403004;São José - Jucás (CE);393
2307403005;Planalto - Jucás (CE);265
2307403006;Alto da Paz - Jucás (CE);138
2307403007;Côco Verde - Jucás (CE);38
2307403008;Alto do Tó - Jucás (CE);2
2307403009;Sagrada Família - Jucás (CE);839
2307403010;Padre Manoel Lemos Braga - Jucás (CE);453
2307502001;Coronel Raimundo Augusto Lima - Lavras da Mangabeira (CE);2698
2307502002;Coronel Francisco Correia Lima - Lavras da Mangabeira (CE);824
2307601001;Centro - Limoeiro do Norte (CE);855
2307601002;Ilha - Limoeiro do Norte (CE);257
2307601003;Luiz Alves de Freitas - Limoeiro do Norte (CE);1228
2307601004;Boa Fé - Limoeiro do Norte (CE);1080
2307601005;Bom Nome - Limoeiro do Norte (CE);1150
2307601006;Santa Luzia - Limoeiro do Norte (CE);647
2307601007;Monsenhor Otávio - Limoeiro do Norte (CE);554
2307601008;João XXIII - Limoeiro do Norte (CE);462
2307601009;Doutor José Simões - Limoeiro do Norte (CE);495
2307601010;Pitombeira - Limoeiro do Norte (CE);384
2307601011;Brotolândia - Limoeiro do Norte (CE);330
2307601012;Socorro - Limoeiro do Norte (CE);201
2307601013;Limoeirinho - Limoeiro do Norte (CE);278
2307601014;Bom Jesus - Limoeiro do Norte (CE);37
2307601015;Antônio Holanda - Limoeiro do Norte (CE);1446
2307601016;Bom Jesus do Cruzeiro - Limoeiro do Norte (CE);104
2307635001;Centro - Madalena (CE);330
2307635002;Henrique Jorge - Madalena (CE);381
2307635003;Santa Terezinha - Madalena (CE);235
2307635004;Nova Madalena - Madalena (CE);161
2307635005;Pinhos - Madalena (CE);342
2307635006;Antônio Firmino de Pinho - Madalena (CE);346
2307635007;São José - Madalena (CE);146
2307635008;Boa Vista - Madalena (CE);230
2307635009;Santana - Madalena (CE);81
2307650001;Centro - Maracanaú (CE);1206
2307650002;Parque Piratininga - Maracanaú (CE);1525
2307650003;Coqueiral - Maracanaú (CE);1542
2307650004;Novo Maracanaú - Maracanaú (CE);3557
2307650005;Distrito Industrial do Ceará - Maracanaú (CE);1614
2307650006;Conjunto Timbó - Maracanaú (CE);4599
2307650007;Jereissati Setor C - Maracanaú (CE);2074
2307650008;Jereissati Setor B - Maracanaú (CE);1644
2307650009;Jereissati Setor A - Maracanaú (CE);2175
2307650010;Jereissati Setor D - Maracanaú (CE);3823
2307650011;Jereissati Setor E - Maracanaú (CE);1355
2307650012;Independência - Maracanaú (CE);211
2307650013;Boa Vista - Maracanaú (CE);1028
2307650014;Alto da Mangueira - Maracanaú (CE);1921
2307650015;Picada - Maracanaú (CE);55
2307650016;Carneiro de Mendonça - Maracanaú (CE);602
2307650017;Olho-D'Água do Pitaguari - Maracanaú (CE);510
2307650018;Furna da Onça - Maracanaú (CE);571
2307650019;Antônio Justa - Maracanaú (CE);776
2307650020;Parque Luzardo Viana - Maracanaú (CE);2580
2307650021;Pau Serrado - Maracanaú (CE);...
2307650022;Mucunã - Maracanaú (CE);1516
2307650023;Cágado - Maracanaú (CE);2152
2307650024;Jaçanau - Maracanaú (CE);2159
2307650025;Tijuca - Maracanaú (CE);713
2307650026;Alto Alegre - Maracanaú (CE);241
2307650027;Jari - Maracanaú (CE);1401
2307650028;Jatobá - Maracanaú (CE);1775
2307650029;Siqueira - Maracanaú (CE);2474
2307650030;Parque Santa Maria - Maracanaú (CE);344
2307650031;Alto Alegre I - Maracanaú (CE);2402
2307650032;Alto Alegre II - Maracanaú (CE);1012
2307650033;Novo Oriente - Maracanaú (CE);2574
2307650034;Acaracuzinho I - Maracanaú (CE);1320
2307650035;Acaracuzinho II - Maracanaú (CE);1292
2307650036;Esplanada do Mondubim - Maracanaú (CE);370
2307650038;Pajuçara - Maracanaú (CE);6236
2307650039;Boa Esperança - Maracanaú (CE);671
2307650040;Jardim Paraíso - Maracanaú (CE);1704
2307650041;Alto da Bonança - Maracanaú (CE);1105
2307650042;Arronches - Maracanaú (CE);853
2307650043;Parque Progresso - Maracanaú (CE);1252
2307650044;Parque Tropical - Maracanaú (CE);1244
2307650045;Jardim Bandeirante - Maracanaú (CE);2037
2307650046;Novo Mondubim - Maracanaú (CE);412
2307700001;Centro - Maranguape (CE);1316
2307700002;Outra Banda - Maranguape (CE);3311
2307700003;Preguiça - Maranguape (CE);569
2307700004;Pirapora - Maranguape (CE);315
2307700005;Gavião - Maranguape (CE);672
2307700006;Guabiraba - Maranguape (CE);765
2307700007;Parque Santa Fé - Maranguape (CE);1168
2307700008;Aldeoma - Maranguape (CE);495
2307700009;Parque São João - Maranguape (CE);1489
2307700010;Tangueira - Maranguape (CE);290
2307700011;Coité - Maranguape (CE);366
2307700012;Parque Iracema - Maranguape (CE);672
2307700013;Santos Dumont - Maranguape (CE);655
2307700014;Novo Parque Iracema - Maranguape (CE);1542
2307700015;Lameirão - Maranguape (CE);632
2307700016;Urucara - Maranguape (CE);314
2307700017;Novo Maranguape I - Maranguape (CE);1660
2307700018;Novo Maranguape II - Maranguape (CE);2795
2307700019;Cônego Raimundo Pinto - Maranguape (CE);834
2308005001;Centro - Massapê (CE);143
2308005002;Ginásio - Massapê (CE);465
2308005003;Cartucha - Massapê (CE);349
2308005004;São João - Massapê (CE);329
2308005005;Nossa Senhora de Fátima - Massapê (CE);458
2308005006;Cruzeiro - Massapê (CE);876
2308005007;Bandeira Branca - Massapê (CE);303
2308005008;Usina Velha - Massapê (CE);48
2308005009;Alto da Boa Vista - Massapê (CE);845
2308005010;Joaquim Marques - Massapê (CE);1529
2308005011;Alto da Cadeia - Massapê (CE);433
2308005012;Santa Úrsula - Massapê (CE);523
2308104001;Centro - Mauriti (CE);353
2308104002;Nossa Senhora de Fátima - Mauriti (CE);392
2308104003;Dantas - Mauriti (CE);211
2308104004;Nova Mauriti - Mauriti (CE);777
2308104005;Populares - Mauriti (CE);427
2308104006;Monte Alegre - Mauriti (CE);528
2308104007;Bela Vista II - Mauriti (CE);1034
2308104008;Bela Vista I - Mauriti (CE);174
2308104009;Dom Bosco - Mauriti (CE);507
2308104010;César Nascimento - Mauriti (CE);235
2308104011;José Silcon de Lacerda - Mauriti (CE);454
2308203001;Centro - Meruoca (CE);300
2308203002;Divino Salvador - Meruoca (CE);436
2308203003;Dom Expedito - Meruoca (CE);532
2308203004;Coronel Bezerril - Meruoca (CE);324
2308302001;Centro - Milagres (CE);279
2308302002;Eucaliptos - Milagres (CE);549
2308302003;Casa Própria - Milagres (CE);768
2308302004;Francisca do Socorro - Milagres (CE);1382
2308302005;Frei Damião - Milagres (CE);502
2308302006;Rodoviário - Milagres (CE);211
2308302007;das Missionárias - Milagres (CE);143
2308302008;Padre Cícero - Milagres (CE);466
2308401001;Centro - Missão Velha (CE);576
2308401002;Antonio Linard - Missão Velha (CE);351
2308401003;Lordival Januário Pereira - Missão Velha (CE);578
2308401004;da Fé - Missão Velha (CE);765
2308401005;Nelson Cândido de Macedo - Missão Velha (CE);294
2308401006;José de Iaiá - Missão Velha (CE);484
2308401007;Adalberto Casimiro de Farias - Missão Velha (CE);..
2308401008;São José - Missão Velha (CE);675
2308401009;Rubens Arrais Maia - Missão Velha (CE);190
2308401010;Novo Milênio - Missão Velha (CE);115
2308401011;Antonio Luiz - Missão Velha (CE);209
2308401012;José Pimenta - Missão Velha (CE);262
2308500001;Centro - Mombaça (CE);1257
2308500002;Tejubana - Mombaça (CE);1004
2308500003;Vila Iracema - Mombaça (CE);936
2308500004;Antônio Felinto - Mombaça (CE);325
2308500005;Vila Salete - Mombaça (CE);407
2308500006;Vila São José - Mombaça (CE);547
2308500007;Vila Recreio - Mombaça (CE);671
2308500008;Vila Betânia - Mombaça (CE);293
2308609001;Centro - Monsenhor Tabosa (CE);461
2308609002;Trizidela - Monsenhor Tabosa (CE);163
2308609003;Quadra - Monsenhor Tabosa (CE);272
2308609004;Alto da Boa Vista - Monsenhor Tabosa (CE);621
2308609005;Prado - Monsenhor Tabosa (CE);203
2308609006;Jucás - Monsenhor Tabosa (CE);668
2308609007;Lilio Gentil Leitão - Monsenhor Tabosa (CE);292
2308609008;Carrapicho - Monsenhor Tabosa (CE);340
2309300001;Centro - Nova Russas (CE);116
2309300002;Água Boa - Nova Russas (CE);197
2309300003;Progresso - Nova Russas (CE);1506
2309300004;Timbaúba - Nova Russas (CE);632
2309300005;Tamarindo - Nova Russas (CE);1012
2309300006;Alto da Boa Vista - Nova Russas (CE);969
2309300007;São Francisco - Nova Russas (CE);1235
2309300008;Patronato - Nova Russas (CE);238
2309300009;Universidade - Nova Russas (CE);531
2309409001;Centro - Novo Oriente (CE);1259
2309409002;Prefeito Manoel Claudino Sales - Novo Oriente (CE);459
2309409003;Boa Vista - Novo Oriente (CE);345
2309409004;Colinas - Novo Oriente (CE);297
2309409005;Açude Oriente II - Novo Oriente (CE);358
2309409006;Açude Oriente I - Novo Oriente (CE);85
2309409007;Vila Feliz - Novo Oriente (CE);467
2309409008;Lagoa do Tigre Sul - Novo Oriente (CE);295
2309409009;Lagoa do Tigre Norte - Novo Oriente (CE);401
2309409010;João Antero - Novo Oriente (CE);206
2309409011;Vicente Rodrigues Vieira - Novo Oriente (CE);245
2309706001;Centro - Pacatuba (CE);542
2309706002;Carnaubinha - Pacatuba (CE);70
2309706003;Pracinha - Pacatuba (CE);356
2309706004;São José - Pacatuba (CE);450
2309706005;Forquilha - Pacatuba (CE);419
2309706006;Parque Aratanha - Pacatuba (CE);326
2309706007;São Bento - Pacatuba (CE);352
2309706008;Alto São João - Pacatuba (CE);1956
2309904001;Centro - Pacujá (CE);443
2309904002;Bananeira - Pacujá (CE);242
2309904003;Barro Branco - Pacujá (CE);443
2310100001;Centro - Palmácia (CE);217
2310100002;Vinte e Oito de Agosto - Palmácia (CE);173
2310100003;Bica - Palmácia (CE);155
2310100004;São Francisco - Palmácia (CE);192
2310100005;Vila Campos - Palmácia (CE);538
2310100006;Caboclos - Palmácia (CE);246
2310308001;Centro - Parambu (CE);563
2310308002;Beleza - Parambu (CE);1153
2310308003;Planalto - Parambu (CE);343
2310308004;Horácio Alves Noronha - Parambu (CE);227
2310308005;Brasília - Parambu (CE);668
2310308006;Caixa d'Água - Parambu (CE);271
2310308007;Cachimbo - Parambu (CE);508
2310308008;Vila Nova - Parambu (CE);416
2310407001;Centro - Paramoti (CE);206
2310407002;Vicente Farias - Paramoti (CE);335
2310407003;Arrudas - Paramoti (CE);481
2310407004;Esplanada do Conjunto - Paramoti (CE);118
2310407005;Bela Vista - Paramoti (CE);935
2310506001;Boa Esperança - Pedra Branca (CE);334
2310506002;Bom Princípio - Pedra Branca (CE);741
2310506003;Centro - Pedra Branca (CE);682
2310506004;Chico Leandro - Pedra Branca (CE);587
2310506005;Padre Geraldo - Pedra Branca (CE);819
2310506006;Riso do Prado - Pedra Branca (CE);497
2310506007;Santa Maria - Pedra Branca (CE);1439
2310506008;Santa Úrsula - Pedra Branca (CE);616
2310605001;Centro - Penaforte (CE);1041
2310605002;Frei Damião - Penaforte (CE);179
2310605003;Nossa Senhora Aparecida - Penaforte (CE);393
2310605004;Padre Cícero - Penaforte (CE);625
2310902001;Armando Melo - Piquet Carneiro (CE);202
2310902002;Alto do Bentivi - Piquet Carneiro (CE);10
2310902003;Alto do Bumerang - Piquet Carneiro (CE);126
2310902004;Alto dos Maias - Piquet Carneiro (CE);279
2310902005;Centro - Piquet Carneiro (CE);303
2310902006;João Paulo II - Piquet Carneiro (CE);221
2310902007;Piquezinho - Piquet Carneiro (CE);267
2310902008;Rancho Verde - Piquet Carneiro (CE);108
2311009001;Centro - Poranga (CE);437
2311009002;Aeroporto - Poranga (CE);417
2311009003;Eufrasino Neto - Poranga (CE);82
2311009004;Betânia - Poranga (CE);232
2311009005;Jericó - Poranga (CE);367
2311009006;Jardim das Oliveiras - Poranga (CE);879
2311108001;Centro - Porteiras (CE);241
2311108002;José Aristarco Cardoso - Porteiras (CE);291
2311108003;Sol Nascente - Porteiras (CE);554
2311108004;José Irapuan Tavares de Lavor - Porteiras (CE);205
2311108005;Entre Rios - Porteiras (CE);166
2311108006;Campo Santo - Porteiras (CE);462
2311108007;Imaculada Conceição - Porteiras (CE);62
2311207001;Vila Campo - Potengi (CE);384
2311207002;Vila Padre Cícero - Potengi (CE);283
2311207003;Vila Andrade - Potengi (CE);290
2311207004;São Francisco - Potengi (CE);258
2311207005;Guaribas - Potengi (CE);165
2311207006;Centro - Potengi (CE);570
2311231001;Centro - Potiretama (CE);314
2311231002;Trapiá - Potiretama (CE);89
2311231003;Pedro Paulino de Freitas - Potiretama (CE);390
2311231004;Manoel Dantas de Almeida - Potiretama (CE);42
2311264001;Centro - Quiterianópolis (CE);826
2311264002;Alto Brilhante - Quiterianópolis (CE);447
2311264003;Cidade Nova - Quiterianópolis (CE);423
2311264004;Colinas - Quiterianópolis (CE);187
2311306001;Alto da Boa Vista - Quixadá (CE);327
2311306002;Alto São Francisco - Quixadá (CE);2162
2311306003;Baviera - Quixadá (CE);492
2311306004;Boto - Quixadá (CE);132
2311306005;Campo Novo - Quixadá (CE);2884
2311306006;Campo Velho - Quixadá (CE);1965
2311306007;Carrascal - Quixadá (CE);920
2311306008;Centro - Quixadá (CE);1512
2311306009;Cohab - Quixadá (CE);271
2311306010;Combate - Quixadá (CE);701
2311306011;Curicaca - Quixadá (CE);31
2311306012;Herval - Quixadá (CE);394
2311306013;Irajá - Quixadá (CE);335
2311306014;Jardim dos Monólitos - Quixadá (CE);143
2311306015;Monte Alegre - Quixadá (CE);404
2311306016;Nova Jerusalém - Quixadá (CE);262
2311306017;Planalto Renascer - Quixadá (CE);1414
2311306018;Planalto Universitário - Quixadá (CE);506
2311306019;Putiú - Quixadá (CE);606
2311306020;São João - Quixadá (CE);1340
2311306021;Triângulo - Quixadá (CE);568
2311504001;Pontal - Quixeré (CE);417
2311504002;Centro - Quixeré (CE);977
2311504003;Leão - Quixeré (CE);193
2311504004;Nova Morada - Quixeré (CE);138
2311801001;Tabuleiro da Vaquejada - Russas (CE);443
2311801002;Tabuleiro do Catavento - Russas (CE);1872
2311801003;Várzea Alegre - Russas (CE);1413
2311801004;Vila Ramalho - Russas (CE);271
2311801005;Nossa Senhora de Fátima - Russas (CE);900
2311801006;Vila Gonçalves - Russas (CE);853
2311801007;Vila Matoso - Russas (CE);1115
2311801008;Alto do Velame - Russas (CE);317
2311801009;Pitombeira - Russas (CE);399
2311801010;Ipiranga - Russas (CE);212
2311801011;Planalto da Catumbela - Russas (CE);1442
2311801012;Planalto da Bela Vista - Russas (CE);1293
2311801013;Centro - Russas (CE);1741
2312007001;Centro - Santana do Acaraú (CE);498
2312007002;Alto da Liberdade - Santana do Acaraú (CE);645
2312007003;Pedregal - Santana do Acaraú (CE);940
2312007004;Jericó - Santana do Acaraú (CE);491
2312007005;Gerardo Arcanjo - Santana do Acaraú (CE);559
2312007006;Retiro - Santana do Acaraú (CE);259
2312007007;João Alfredo - Santana do Acaraú (CE);932
2312205001;Centro - Santa Quitéria (CE);621
